type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-05-07 19:01:48,-22.63239977,-45.10035598,10,3249.000,,75.530,233,17,20,,
T,2019-05-07 19:01:49,-22.63280977,-45.10094291,10,3248.000,,75.260,233,17,20,,
T,2019-05-07 19:01:50,-22.63322168,-45.10152274,10,3248.000,,75.050,233,17,20,,
T,2019-05-07 19:01:51,-22.63362295,-45.10209432,10,3246.000,,74.730,233,17,20,,
T,2019-05-07 19:01:52,-22.63402551,-45.10267311,10,3247.000,,74.540,233,17,20,,
T,2019-05-07 19:01:53,-22.63442659,-45.10324998,10,3247.000,,74.270,233,18,20,,
T,2019-05-07 19:01:54,-22.63484199,-45.10381641,11,3245.000,,74.120,233,18,20,,
T,2019-05-07 19:01:55,-22.63525622,-45.10438156,10,3244.000,,74.010,233,18,20,,
T,2019-05-07 19:01:56,-22.63567157,-45.10495616,10,3241.000,,73.910,233,18,20,,
T,2019-05-07 19:01:57,-22.63607678,-45.10552751,10,3240.000,,73.700,232,18,20,,
T,2019-05-07 19:01:58,-22.63648068,-45.10609910,10,3240.000,,73.340,232,18,20,,
T,2019-05-07 19:01:59,-22.63688411,-45.10665586,10,3240.000,,72.940,232,18,20,,
T,2019-05-07 19:02:00,-22.63728712,-45.10721160,10,3241.000,,72.650,232,18,20,,
T,2019-05-07 19:02:01,-22.63768689,-45.10776296,11,3241.000,,72.250,232,18,20,,
T,2019-05-07 19:02:02,-22.63808847,-45.10831709,11,3240.000,,71.900,232,18,19,,
T,2019-05-07 19:02:03,-22.63848448,-45.10886407,11,3240.000,,71.580,232,13,20,,
T,2019-05-07 19:02:04,-22.63888362,-45.10940944,11,3240.000,,71.330,232,13,20,,
T,2019-05-07 19:02:05,-22.63927252,-45.10995805,11,3241.000,,71.090,232,12,20,,
T,2019-05-07 19:02:06,-22.63966081,-45.11050544,11,3241.000,,70.970,232,12,20,,
T,2019-05-07 19:02:07,-22.64004487,-45.11105161,11,3242.000,,70.810,233,12,20,,
T,2019-05-07 19:02:08,-22.64045202,-45.11158890,11,3238.000,,70.880,233,12,20,,
T,2019-05-07 19:02:09,-22.64086843,-45.11212874,10,3234.000,,70.940,233,14,20,,
T,2019-05-07 19:02:10,-22.64125625,-45.11267603,11,3233.000,,70.900,233,16,20,,
T,2019-05-07 19:02:11,-22.64165319,-45.11322335,10,3230.000,,71.080,233,16,20,,
T,2019-05-07 19:02:12,-22.64203999,-45.11376512,10,3228.000,,71.140,233,16,20,,
T,2019-05-07 19:02:13,-22.64242590,-45.11431598,10,3227.000,,71.070,233,17,20,,
T,2019-05-07 19:02:14,-22.64280199,-45.11487307,11,3227.000,,71.030,234,17,20,,
T,2019-05-07 19:02:15,-22.64317317,-45.11543527,10,3226.000,,71.420,233,17,20,,
T,2019-05-07 19:02:16,-22.64355682,-45.11599940,10,3224.000,,71.480,233,17,20,,
T,2019-05-07 19:02:17,-22.64394300,-45.11655813,10,3223.000,,71.340,234,17,20,,
T,2019-05-07 19:02:18,-22.64433300,-45.11711924,10,3222.000,,71.260,234,16,20,,
T,2019-05-07 19:02:19,-22.64471201,-45.11767986,10,3222.000,,71.140,234,17,20,,
T,2019-05-07 19:02:20,-22.64508586,-45.11824633,10,3222.000,,71.190,234,17,20,,
T,2019-05-07 19:02:21,-22.64545790,-45.11880541,10,3222.000,,71.340,234,17,20,,
T,2019-05-07 19:02:22,-22.64583164,-45.11937136,10,3221.000,,71.440,235,17,20,,
T,2019-05-07 19:02:23,-22.64619084,-45.11994194,10,3220.000,,71.630,235,17,20,,
T,2019-05-07 19:02:24,-22.64656824,-45.12051322,10,3219.000,,71.770,235,17,20,,
T,2019-05-07 19:02:25,-22.64694180,-45.12108573,10,3220.000,,71.840,235,17,20,,
T,2019-05-07 19:02:26,-22.64731307,-45.12165820,11,3220.000,,71.920,235,17,20,,
T,2019-05-07 19:02:27,-22.64768607,-45.12223565,11,3219.000,,72.100,235,17,20,,
T,2019-05-07 19:02:28,-22.64806208,-45.12281183,11,3219.000,,72.100,235,17,20,,
T,2019-05-07 19:02:29,-22.64843709,-45.12338101,11,3220.000,,72.080,235,16,20,,
T,2019-05-07 19:02:30,-22.64881034,-45.12395255,11,3220.000,,72.180,235,16,20,,
T,2019-05-07 19:02:31,-22.64919021,-45.12453427,11,3221.000,,72.300,235,16,20,,
T,2019-05-07 19:02:32,-22.64956571,-45.12511044,11,3220.000,,72.230,235,16,20,,
T,2019-05-07 19:02:33,-22.64993826,-45.12568427,11,3221.000,,72.210,235,16,20,,
T,2019-05-07 19:02:34,-22.65031062,-45.12625834,11,3221.000,,72.200,235,16,20,,
T,2019-05-07 19:02:35,-22.65068548,-45.12683333,11,3221.000,,72.200,235,17,20,,
T,2019-05-07 19:02:36,-22.65106207,-45.12740350,11,3221.000,,72.160,235,17,20,,
T,2019-05-07 19:02:37,-22.65143745,-45.12797066,11,3222.000,,72.090,235,17,20,,
T,2019-05-07 19:02:38,-22.65180280,-45.12854694,10,3221.000,,71.840,235,16,20,,
T,2019-05-07 19:02:39,-22.65217525,-45.12911658,11,3222.000,,71.640,235,17,20,,
T,2019-05-07 19:02:40,-22.65253802,-45.12968754,11,3223.000,,71.460,235,17,20,,
T,2019-05-07 19:02:41,-22.65291242,-45.13024502,11,3224.000,,71.120,235,16,20,,
T,2019-05-07 19:02:42,-22.65327809,-45.13081396,11,3224.000,,70.920,235,17,20,,
T,2019-05-07 19:02:43,-22.65364745,-45.13137815,11,3224.000,,70.710,235,17,20,,
T,2019-05-07 19:02:44,-22.65401484,-45.13194141,11,3224.000,,70.420,235,17,20,,
T,2019-05-07 19:02:45,-22.65438168,-45.13249522,11,3225.000,,70.190,235,14,20,,
T,2019-05-07 19:02:46,-22.65475118,-45.13304705,11,3226.000,,69.980,235,14,20,,
T,2019-05-07 19:02:47,-22.65511842,-45.13360343,11,3226.000,,69.890,234,15,20,,
T,2019-05-07 19:02:48,-22.65549221,-45.13414749,11,3227.000,,69.800,234,14,20,,
T,2019-05-07 19:02:49,-22.65586481,-45.13469108,11,3228.000,,69.680,234,14,20,,
T,2019-05-07 19:02:50,-22.65624371,-45.13522726,11,3229.000,,69.540,234,14,20,,
T,2019-05-07 19:02:51,-22.65661666,-45.13577011,11,3230.000,,69.540,234,14,20,,
T,2019-05-07 19:02:52,-22.65700128,-45.13630042,11,3231.000,,69.570,233,13,20,,
T,2019-05-07 19:02:53,-22.65738327,-45.13683291,11,3233.000,,69.560,233,13,20,,
T,2019-05-07 19:02:54,-22.65776598,-45.13736681,11,3233.000,,69.710,233,14,20,,
T,2019-05-07 19:02:55,-22.65814518,-45.13790230,11,3235.000,,69.710,233,13,20,,
T,2019-05-07 19:02:56,-22.65853521,-45.13843308,11,3236.000,,69.810,233,13,20,,
T,2019-05-07 19:02:57,-22.65892385,-45.13896979,11,3237.000,,69.950,233,13,20,,
T,2019-05-07 19:02:58,-22.65931722,-45.13951420,11,3237.000,,70.140,233,13,20,,
T,2019-05-07 19:02:59,-22.65969696,-45.14005347,10,3237.000,,70.290,232,16,20,,
T,2019-05-07 19:03:00,-22.66008972,-45.14059493,10,3236.000,,70.500,232,17,20,,
T,2019-05-07 19:03:01,-22.66048717,-45.14113197,11,3236.000,,70.780,232,17,20,,
T,2019-05-07 19:03:02,-22.66088669,-45.14167920,4,3237.000,,71.110,232,17,20,,
T,2019-05-07 19:03:03,-22.66128471,-45.14222644,4,3237.000,,71.360,232,17,21,,
T,2019-05-07 19:03:04,-22.66167362,-45.14277853,4,3238.000,,71.540,232,18,21,,
T,2019-05-07 19:03:05,-22.66206693,-45.14332583,4,3239.000,,71.710,232,17,21,,
T,2019-05-07 19:03:06,-22.66246829,-45.14387178,5,3240.000,,71.820,232,15,21,,
T,2019-05-07 19:03:07,-22.66286795,-45.14441929,5,3241.000,,71.820,232,15,21,,
T,2019-05-07 19:03:08,-22.66323708,-45.14498616,4,3239.000,,71.670,233,15,21,,
T,2019-05-07 19:03:09,-22.66363320,-45.14553831,5,3240.000,,71.660,233,15,21,,
T,2019-05-07 19:03:10,-22.66402258,-45.14610337,4,3242.000,,71.520,233,15,21,,
T,2019-05-07 19:03:11,-22.66441033,-45.14666183,4,3241.000,,71.470,233,15,21,,
T,2019-05-07 19:03:12,-22.66480135,-45.14721181,5,3242.000,,71.450,233,15,21,,
T,2019-05-07 19:03:13,-22.66519300,-45.14776420,5,3243.000,,71.400,233,15,21,,
T,2019-05-07 19:03:14,-22.66558773,-45.14832146,5,3243.000,,71.460,233,15,21,,
T,2019-05-07 19:03:15,-22.66596720,-45.14889127,5,3244.000,,71.340,233,15,21,,
T,2019-05-07 19:03:16,-22.66636220,-45.14945376,6,3242.000,,71.360,233,13,18,,
T,2019-05-07 19:03:17,-22.66675857,-45.15000524,6,3241.000,,71.320,233,14,20,,
T,2019-05-07 19:03:18,-22.66715359,-45.15055785,6,3240.000,,71.290,233,13,19,,
T,2019-05-07 19:03:19,-22.66753766,-45.15110992,6,3241.000,,71.140,233,14,20,,
T,2019-05-07 19:03:20,-22.66792722,-45.15166117,6,3242.000,,71.070,233,14,20,,
T,2019-05-07 19:03:21,-22.66830496,-45.15221251,8,3243.000,,70.980,233,14,20,,
T,2019-05-07 19:03:22,-22.66868321,-45.15276516,8,3242.000,,70.950,232,12,19,,
T,2019-05-07 19:03:23,-22.66907121,-45.15334227,8,3237.000,,71.010,232,12,18,,
T,2019-05-07 19:03:24,-22.66946388,-45.15388112,8,3240.000,,70.880,232,13,19,,
T,2019-05-07 19:03:25,-22.66986533,-45.15441890,8,3239.000,,70.950,232,14,20,,
T,2019-05-07 19:03:26,-22.67026267,-45.15495296,8,3239.000,,70.970,232,15,20,,
T,2019-05-07 19:03:27,-22.67063642,-45.15550924,8,3240.000,,70.920,232,14,18,,
T,2019-05-07 19:03:28,-22.67104969,-45.15603914,6,3241.000,,71.030,232,14,18,,
T,2019-05-07 19:03:29,-22.67145148,-45.15657496,6,3240.000,,71.140,232,16,20,,
T,2019-05-07 19:03:30,-22.67185023,-45.15711136,5,3239.000,,71.340,232,13,17,,
T,2019-05-07 19:03:31,-22.67226011,-45.15764483,5,3239.000,,71.350,232,15,19,,
T,2019-05-07 19:03:32,-22.67266228,-45.15818691,5,3239.000,,71.360,232,13,17,,
T,2019-05-07 19:03:33,-22.67306043,-45.15875303,5,3236.000,,71.480,232,13,18,,
T,2019-05-07 19:03:34,-22.67346413,-45.15929385,4,3236.000,,71.480,232,14,19,,
T,2019-05-07 19:03:35,-22.67385370,-45.15984590,4,3236.000,,71.500,232,13,18,,
T,2019-05-07 19:03:36,-22.67424966,-45.16039170,4,3236.000,,71.490,232,14,20,,
T,2019-05-07 19:03:37,-22.67464355,-45.16094020,5,3238.000,,71.320,233,12,17,,
T,2019-05-07 19:03:38,-22.67503567,-45.16148173,4,3240.000,,71.200,233,13,18,,
T,2019-05-07 19:03:39,-22.67544170,-45.16201690,4,3244.000,,71.110,233,14,19,,
T,2019-05-07 19:03:40,-22.67583522,-45.16256256,4,3246.000,,70.900,233,14,19,,
T,2019-05-07 19:03:41,-22.67621557,-45.16311157,4,3247.000,,70.820,233,14,19,,
T,2019-05-07 19:03:42,-22.67659196,-45.16366670,3,3249.000,,70.710,233,14,19,,
T,2019-05-07 19:03:43,-22.67697755,-45.16421529,3,3250.000,,70.690,233,11,19,,
T,2019-05-07 19:03:44,-22.67736024,-45.16476414,4,3250.000,,70.570,233,11,19,,
T,2019-05-07 19:03:45,-22.67773606,-45.16532418,4,3251.000,,70.480,234,11,18,,
T,2019-05-07 19:03:46,-22.67811364,-45.16587515,4,3251.000,,70.360,234,12,19,,
T,2019-05-07 19:03:47,-22.67848730,-45.16642763,4,3251.000,,70.380,234,12,19,,
T,2019-05-07 19:03:48,-22.67886031,-45.16698075,4,3250.000,,70.330,234,12,19,,
T,2019-05-07 19:03:49,-22.67923168,-45.16753004,4,3251.000,,70.350,234,12,19,,
T,2019-05-07 19:03:50,-22.67960929,-45.16807992,4,3250.000,,70.490,234,12,19,,
T,2019-05-07 19:03:51,-22.67998549,-45.16863312,4,3250.000,,70.520,234,11,19,,
T,2019-05-07 19:03:52,-22.68036216,-45.16918339,4,3249.000,,70.590,234,11,18,,
T,2019-05-07 19:03:53,-22.68074052,-45.16973523,4,3249.000,,70.640,234,11,18,,
T,2019-05-07 19:03:54,-22.68111848,-45.17028408,4,3248.000,,70.620,234,12,19,,
T,2019-05-07 19:03:55,-22.68148863,-45.17083871,4,3248.000,,70.620,234,11,18,,
T,2019-05-07 19:03:56,-22.68185806,-45.17139716,4,3248.000,,70.620,234,13,18,,
T,2019-05-07 19:03:57,-22.68222830,-45.17195619,4,3247.000,,70.640,234,11,17,,
T,2019-05-07 19:03:58,-22.68259590,-45.17251600,4,3248.000,,70.570,234,13,18,,
T,2019-05-07 19:03:59,-22.68296215,-45.17308151,4,3247.000,,70.560,234,13,18,,
T,2019-05-07 19:04:00,-22.68333645,-45.17363813,4,3248.000,,70.640,234,14,19,,
T,2019-05-07 19:04:01,-22.68370207,-45.17420525,4,3247.000,,70.540,235,13,19,,
T,2019-05-07 19:04:02,-22.68406835,-45.17475980,5,3247.000,,70.520,235,13,19,,
T,2019-05-07 19:04:03,-22.68443397,-45.17531665,4,3248.000,,70.420,235,12,18,,
T,2019-05-07 19:04:04,-22.68480111,-45.17588707,4,3247.000,,70.280,235,12,18,,
T,2019-05-07 19:04:05,-22.68516339,-45.17644444,5,3248.000,,70.140,235,13,20,,
T,2019-05-07 19:04:06,-22.68553552,-45.17699813,5,3249.000,,70.080,235,13,19,,
T,2019-05-07 19:04:07,-22.68590394,-45.17755301,4,3250.000,,70.000,235,13,18,,
T,2019-05-07 19:04:08,-22.68627130,-45.17810701,4,3250.000,,69.960,235,13,19,,
T,2019-05-07 19:04:09,-22.68664196,-45.17865358,4,3250.000,,69.850,234,13,19,,
T,2019-05-07 19:04:10,-22.68701342,-45.17921018,4,3250.000,,69.840,234,13,20,,
T,2019-05-07 19:04:11,-22.68738107,-45.17976305,4,3250.000,,69.800,234,13,19,,
T,2019-05-07 19:04:12,-22.68774896,-45.18031031,4,3250.000,,69.770,234,11,18,,
T,2019-05-07 19:04:13,-22.68812241,-45.18086084,5,3251.000,,69.760,234,13,20,,
T,2019-05-07 19:04:14,-22.68848798,-45.18140879,5,3251.000,,69.770,235,13,20,,
T,2019-05-07 19:04:15,-22.68884587,-45.18197726,5,3251.000,,69.830,234,10,17,,
T,2019-05-07 19:04:16,-22.68921952,-45.18252366,5,3253.000,,69.800,234,13,20,,
T,2019-05-07 19:04:17,-22.68959087,-45.18306784,5,3253.000,,69.810,234,12,19,,
T,2019-05-07 19:04:18,-22.68996416,-45.18361522,6,3253.000,,69.900,234,12,19,,
T,2019-05-07 19:04:19,-22.69032064,-45.18417566,5,3253.000,,70.020,234,12,19,,
T,2019-05-07 19:04:20,-22.69069052,-45.18473925,5,3252.000,,70.060,234,12,19,,
T,2019-05-07 19:04:21,-22.69104711,-45.18529860,6,3252.000,,70.120,235,11,19,,
T,2019-05-07 19:04:22,-22.69141217,-45.18585671,5,3251.000,,70.190,235,10,18,,
T,2019-05-07 19:04:23,-22.69177891,-45.18643090,5,3250.000,,70.300,235,12,19,,
T,2019-05-07 19:04:24,-22.69214012,-45.18699220,5,3249.000,,70.170,235,11,18,,
T,2019-05-07 19:04:25,-22.69250495,-45.18756452,5,3247.000,,70.180,235,11,18,,
T,2019-05-07 19:04:26,-22.69286028,-45.18812844,4,3246.000,,70.130,235,12,18,,
T,2019-05-07 19:04:27,-22.69321932,-45.18869257,5,3246.000,,70.140,235,12,19,,
T,2019-05-07 19:04:28,-22.69358048,-45.18924850,4,3246.000,,70.140,235,12,19,,
T,2019-05-07 19:04:29,-22.69395196,-45.18979873,4,3247.000,,70.170,235,12,18,,
T,2019-05-07 19:04:30,-22.69432756,-45.19034677,4,3249.000,,70.200,235,13,19,,
T,2019-05-07 19:04:31,-22.69470472,-45.19089186,4,3251.000,,70.110,235,13,19,,
T,2019-05-07 19:04:32,-22.69506719,-45.19145313,4,3250.000,,70.160,235,14,19,,
T,2019-05-07 19:04:33,-22.69543370,-45.19200740,4,3250.000,,70.130,235,13,18,,
T,2019-05-07 19:04:34,-22.69579981,-45.19256153,4,3251.000,,70.100,235,14,19,,
T,2019-05-07 19:04:35,-22.69616585,-45.19311766,4,3253.000,,70.020,235,13,19,,
T,2019-05-07 19:04:36,-22.69652280,-45.19367689,4,3254.000,,69.950,235,12,18,,
T,2019-05-07 19:04:37,-22.69688714,-45.19424149,4,3253.000,,69.910,235,13,19,,
T,2019-05-07 19:04:38,-22.69725434,-45.19479642,4,3253.000,,69.860,234,13,19,,
T,2019-05-07 19:04:39,-22.69762151,-45.19534593,4,3254.000,,69.820,234,13,19,,
T,2019-05-07 19:04:40,-22.69799912,-45.19589422,4,3254.000,,69.730,234,13,19,,
T,2019-05-07 19:04:41,-22.69836568,-45.19644149,4,3256.000,,69.510,234,12,18,,
T,2019-05-07 19:04:42,-22.69872780,-45.19698853,4,3256.000,,69.420,234,12,19,,
T,2019-05-07 19:04:43,-22.69909749,-45.19754357,4,3255.000,,69.300,234,12,19,,
T,2019-05-07 19:04:44,-22.69946670,-45.19809284,5,3255.000,,69.170,234,12,19,,
T,2019-05-07 19:04:45,-22.69983434,-45.19864350,5,3254.000,,69.060,234,11,18,,
T,2019-05-07 19:04:46,-22.70019649,-45.19918605,5,3254.000,,68.920,234,12,19,,
T,2019-05-07 19:04:47,-22.70055906,-45.19973386,5,3255.000,,68.800,234,12,19,,
T,2019-05-07 19:04:48,-22.70092153,-45.20027887,5,3255.000,,68.760,234,12,19,,
T,2019-05-07 19:04:49,-22.70128625,-45.20081880,5,3256.000,,68.860,234,11,18,,
T,2019-05-07 19:04:50,-22.70165709,-45.20135556,5,3257.000,,68.950,234,12,19,,
T,2019-05-07 19:04:51,-22.70202410,-45.20189532,5,3257.000,,68.950,235,11,19,,
T,2019-05-07 19:04:52,-22.70238526,-45.20244149,5,3257.000,,68.940,235,11,19,,
T,2019-05-07 19:04:53,-22.70275356,-45.20298068,5,3258.000,,69.120,235,11,19,,
T,2019-05-07 19:04:54,-22.70311162,-45.20352536,5,3257.000,,69.190,235,12,19,,
T,2019-05-07 19:04:55,-22.70347021,-45.20407649,4,3258.000,,69.210,235,12,20,,
T,2019-05-07 19:04:56,-22.70382053,-45.20463648,4,3259.000,,69.270,236,12,19,,
T,2019-05-07 19:04:57,-22.70416865,-45.20519902,4,3259.000,,69.300,236,12,19,,
T,2019-05-07 19:04:58,-22.70452136,-45.20575334,4,3260.000,,69.280,236,12,19,,
T,2019-05-07 19:04:59,-22.70487089,-45.20630624,5,3260.000,,69.220,236,12,19,,
T,2019-05-07 19:05:00,-22.70521929,-45.20687148,4,3259.000,,69.310,236,12,19,,
T,2019-05-07 19:05:01,-22.70556461,-45.20743096,5,3259.000,,69.340,236,11,18,,
T,2019-05-07 19:05:02,-22.70590403,-45.20799511,5,3259.000,,69.340,237,13,19,,
T,2019-05-07 19:05:03,-22.70624832,-45.20856300,5,3260.000,,69.300,237,12,18,,
T,2019-05-07 19:05:04,-22.70658845,-45.20912922,4,3259.000,,69.320,237,12,18,,
T,2019-05-07 19:05:05,-22.70693425,-45.20968766,5,3259.000,,69.280,237,13,19,,
T,2019-05-07 19:05:06,-22.70727700,-45.21024713,4,3259.000,,69.270,237,12,18,,
T,2019-05-07 19:05:07,-22.70761774,-45.21080755,4,3259.000,,69.220,237,12,18,,
T,2019-05-07 19:05:08,-22.70796054,-45.21137175,4,3259.000,,69.230,237,13,19,,
T,2019-05-07 19:05:09,-22.70829827,-45.21194024,5,3259.000,,69.170,237,12,18,,
T,2019-05-07 19:05:10,-22.70864037,-45.21250041,5,3261.000,,69.090,237,13,19,,
T,2019-05-07 19:05:11,-22.70897868,-45.21306260,4,3261.000,,69.050,237,13,19,,
T,2019-05-07 19:05:12,-22.70931460,-45.21362321,4,3261.000,,68.990,238,13,19,,
T,2019-05-07 19:05:13,-22.70964985,-45.21418429,4,3261.000,,68.960,238,13,19,,
T,2019-05-07 19:05:14,-22.70998489,-45.21474692,5,3263.000,,68.810,238,13,19,,
T,2019-05-07 19:05:15,-22.71032121,-45.21530650,5,3265.000,,68.740,238,13,19,,
T,2019-05-07 19:05:16,-22.71064293,-45.21587695,5,3264.000,,68.750,238,13,19,,
T,2019-05-07 19:05:17,-22.71096673,-45.21644469,4,3265.000,,68.780,239,12,18,,
T,2019-05-07 19:05:18,-22.71128559,-45.21701873,4,3265.000,,68.770,239,13,19,,
T,2019-05-07 19:05:19,-22.71160063,-45.21760459,4,3264.000,,68.790,239,12,18,,
T,2019-05-07 19:05:20,-22.71192744,-45.21817486,4,3264.000,,68.760,239,13,19,,
T,2019-05-07 19:05:21,-22.71224615,-45.21874674,4,3264.000,,68.800,239,13,19,,
T,2019-05-07 19:05:22,-22.71256318,-45.21931602,5,3264.000,,68.840,239,13,19,,
T,2019-05-07 19:05:23,-22.71287533,-45.21989231,5,3265.000,,68.870,240,12,19,,
T,2019-05-07 19:05:24,-22.71319089,-45.22046955,5,3265.000,,68.860,240,12,19,,
T,2019-05-07 19:05:25,-22.71350644,-45.22105146,5,3266.000,,68.980,240,11,19,,
T,2019-05-07 19:05:26,-22.71382149,-45.22162935,4,3265.000,,68.910,240,11,20,,
T,2019-05-07 19:05:27,-22.71413386,-45.22221298,4,3264.000,,68.980,240,13,20,,
T,2019-05-07 19:05:28,-22.71444944,-45.22280395,4,3263.000,,69.070,240,13,20,,
T,2019-05-07 19:05:29,-22.71476403,-45.22338183,4,3264.000,,69.100,240,13,20,,
T,2019-05-07 19:05:30,-22.71507337,-45.22397035,4,3263.000,,69.070,240,13,20,,
T,2019-05-07 19:05:31,-22.71537901,-45.22456127,4,3262.000,,69.110,240,13,20,,
T,2019-05-07 19:05:32,-22.71568320,-45.22514538,4,3262.000,,69.160,241,13,20,,
T,2019-05-07 19:05:33,-22.71598668,-45.22572850,3,3263.000,,69.100,241,13,20,,
T,2019-05-07 19:05:34,-22.71629338,-45.22631391,3,3263.000,,69.080,241,13,20,,
T,2019-05-07 19:05:35,-22.71659421,-45.22689880,3,3263.000,,69.060,241,13,20,,
T,2019-05-07 19:05:36,-22.71689351,-45.22748840,3,3263.000,,69.070,241,13,20,,
T,2019-05-07 19:05:37,-22.71719300,-45.22807562,3,3264.000,,69.010,242,13,20,,
T,2019-05-07 19:05:38,-22.71748847,-45.22866535,3,3264.000,,68.970,242,13,21,,
T,2019-05-07 19:05:39,-22.71778247,-45.22925357,3,3265.000,,68.940,242,15,21,,
T,2019-05-07 19:05:40,-22.71807581,-45.22984430,3,3265.000,,68.960,242,15,21,,
T,2019-05-07 19:05:41,-22.71836796,-45.23043158,3,3266.000,,68.800,242,15,21,,
T,2019-05-07 19:05:42,-22.71865665,-45.23102512,3,3267.000,,68.790,242,15,21,,
T,2019-05-07 19:05:43,-22.71894231,-45.23161642,3,3267.000,,68.680,243,15,21,,
T,2019-05-07 19:05:44,-22.71922992,-45.23220788,3,3269.000,,68.570,243,15,21,,
T,2019-05-07 19:05:45,-22.71951573,-45.23279525,3,3270.000,,68.390,243,14,21,,
T,2019-05-07 19:05:46,-22.71979548,-45.23338694,3,3270.000,,68.300,243,14,21,,
T,2019-05-07 19:05:47,-22.72007411,-45.23398056,3,3271.000,,68.120,243,14,21,,
T,2019-05-07 19:05:48,-22.72034918,-45.23457882,3,3272.000,,67.830,243,14,21,,
T,2019-05-07 19:05:49,-22.72062722,-45.23517038,3,3273.000,,67.780,243,13,20,,
T,2019-05-07 19:05:50,-22.72090239,-45.23576237,3,3273.000,,67.640,243,13,20,,
T,2019-05-07 19:05:51,-22.72117515,-45.23635172,3,3274.000,,67.560,243,13,20,,
T,2019-05-07 19:05:52,-22.72144561,-45.23693555,3,3275.000,,67.350,244,13,20,,
T,2019-05-07 19:05:53,-22.72171872,-45.23751658,3,3275.000,,67.390,244,12,19,,
T,2019-05-07 19:05:54,-22.72198749,-45.23811927,3,3274.000,,67.290,243,13,20,,
T,2019-05-07 19:05:55,-22.72226139,-45.23869607,3,3274.000,,67.180,243,12,19,,
T,2019-05-07 19:05:56,-22.72253721,-45.23927793,3,3274.000,,67.290,243,13,20,,
T,2019-05-07 19:05:57,-22.72281562,-45.23986520,3,3274.000,,67.250,243,12,19,,
T,2019-05-07 19:05:58,-22.72309618,-45.24044979,4,3275.000,,67.310,243,12,20,,
T,2019-05-07 19:05:59,-22.72335901,-45.24103692,3,3275.000,,67.330,243,11,18,,
T,2019-05-07 19:06:00,-22.72364540,-45.24161399,4,3275.000,,67.520,242,13,20,,
T,2019-05-07 19:06:01,-22.72392865,-45.24219983,4,3274.000,,67.510,242,14,20,,
T,2019-05-07 19:06:02,-22.72421431,-45.24277702,4,3272.000,,67.730,242,14,20,,
T,2019-05-07 19:06:03,-22.72449732,-45.24337107,4,3271.000,,67.860,242,14,20,,
T,2019-05-07 19:06:04,-22.72477512,-45.24396020,4,3271.000,,67.990,243,12,18,,
T,2019-05-07 19:06:05,-22.72506299,-45.24455255,4,3270.000,,68.650,242,13,19,,
T,2019-05-07 19:06:06,-22.72535827,-45.24514056,4,3269.000,,68.940,241,12,19,,
T,2019-05-07 19:06:07,-22.72565362,-45.24574611,5,3265.000,,69.570,242,12,19,,
T,2019-05-07 19:06:08,-22.72593961,-45.24634743,4,3260.000,,70.230,243,13,19,,
T,2019-05-07 19:06:09,-22.72623574,-45.24696585,4,3255.000,,71.030,243,13,20,,
T,2019-05-07 19:06:10,-22.72652761,-45.24758387,4,3250.000,,71.620,244,12,20,,
T,2019-05-07 19:06:11,-22.72681954,-45.24821629,5,3246.000,,71.930,244,12,20,,
T,2019-05-07 19:06:12,-22.72711460,-45.24883874,4,3243.000,,72.100,244,11,19,,
T,2019-05-07 19:06:13,-22.72740864,-45.24947165,5,3242.000,,72.310,244,11,20,,
T,2019-05-07 19:06:14,-22.72769481,-45.25011831,4,3238.000,,72.550,244,11,20,,
T,2019-05-07 19:06:15,-22.72797699,-45.25075013,4,3237.000,,72.600,244,10,19,,
T,2019-05-07 19:06:16,-22.72826308,-45.25139659,4,3236.000,,72.830,244,11,20,,
T,2019-05-07 19:06:17,-22.72853587,-45.25203776,4,3235.000,,72.930,244,10,20,,
T,2019-05-07 19:06:18,-22.72882145,-45.25267701,4,3235.000,,73.170,244,12,21,,
T,2019-05-07 19:06:19,-22.72910937,-45.25331792,4,3235.000,,73.320,244,11,20,,
T,2019-05-07 19:06:20,-22.72939951,-45.25396430,4,3235.000,,73.420,244,10,19,,
T,2019-05-07 19:06:21,-22.72968561,-45.25460656,4,3235.000,,73.590,244,11,20,,
T,2019-05-07 19:06:22,-22.72997507,-45.25524624,4,3235.000,,73.830,245,9,18,,
T,2019-05-07 19:06:23,-22.73025934,-45.25589897,4,3234.000,,73.920,245,13,20,,
T,2019-05-07 19:06:24,-22.73054588,-45.25654165,4,3234.000,,73.980,245,13,19,,
T,2019-05-07 19:06:25,-22.73083313,-45.25719074,4,3234.000,,74.060,245,14,21,,
T,2019-05-07 19:06:26,-22.73112670,-45.25784067,4,3235.000,,74.220,244,13,20,,
T,2019-05-07 19:06:27,-22.73141925,-45.25849155,4,3236.000,,74.190,244,14,20,,
T,2019-05-07 19:06:28,-22.73171211,-45.25913751,4,3237.000,,74.290,244,12,19,,
T,2019-05-07 19:06:29,-22.73199960,-45.25978725,4,3236.000,,74.510,244,13,20,,
T,2019-05-07 19:06:30,-22.73229053,-45.26044159,4,3235.000,,74.670,244,12,20,,
T,2019-05-07 19:06:31,-22.73258570,-45.26109172,4,3235.000,,74.900,244,12,19,,
